,count,mean,std,min
landmark_1,804.0,0.2964418228507576,0.08532193573570747,0.03486616846354185
landmark_2,804.0,0.09343738425984857,0.07588850055478712,-0.28788315742461756
landmark_3,804.0,-0.05567781410960951,0.06259536675156645,-0.21286605493731528
